273.15	288.15	0.6	0.6	14.222142333782799	11.88888429729325	2.333257492985831
273.15	288.15	0.6	0.9	14.332714613753613	12.079926472848818	2.2527876344639455
273.15	288.15	0.6	1.2	14.38360313080294	12.166795943241087	2.21680570809368
273.15	298.15	0.6	0.6	13.542248073022302	10.635268083638032	2.9069793459832973
273.15	298.15	0.6	0.9	13.641531733935794	10.827810077730227	2.813721077513647
273.15	298.15	0.6	1.2	13.68727413275846	10.915327930546262	2.7719456515899092
273.15	308.15	0.6	0.6	12.90637923384807	9.30585425333091	3.600524215267727
273.15	308.15	0.6	0.9	12.994349935419937	9.500821362042558	3.4935279078971564
273.15	308.15	0.6	1.2	13.034869070077043	9.589332865417331	3.4455355830098475
273.15	318.15	0.6	0.6	12.312437503373435	7.881909792780194	4.430526818501096
273.15	318.15	0.6	0.9	12.391656402214402	8.082817625563608	4.308838019032468
273.15	318.15	0.6	1.2	12.42794234314609	8.173754443308415	4.254187202570589
273.15	288.15	0.9	0.6	14.927828329560654	12.57461978392766	2.353208153960953
273.15	288.15	0.9	0.9	15.060737703196667	12.792139407332597	2.2685971064286914
273.15	288.15	0.9	1.2	15.121966097872887	12.891224281731294	2.2307406111312793
273.15	298.15	0.9	0.6	14.146254124695757	11.218940019748578	2.927313640632435
273.15	298.15	0.9	0.9	14.266154937479662	11.436319814973922	2.8298337768395014
273.15	298.15	0.9	1.2	14.321435022509506	11.535302480934225	2.786131201899015
273.15	308.15	0.9	0.6	13.406778643027323	9.786300328146421	3.620477762948832
273.15	308.15	0.9	0.9	13.513837916721702	10.004461674929983	3.509375725909495
273.15	308.15	0.9	1.2	13.563169933981769	10.103678348740875	3.4594900857563458
273.15	318.15	0.9	0.6	12.705802593766883	8.256750921654804	4.449051036211189
273.15	318.15	0.9	0.9	12.803028508843182	8.479377765355963	4.323650159273095
273.15	318.15	0.9	1.2	12.847584819812282	8.580325468429509	4.267258791337281
273.15	288.15	1.2	0.6	15.317126786065957	12.952664806941392	2.3644610860262345
273.15	288.15	1.2	0.9	15.463527241074734	13.185950886563388	2.277575393336805
273.15	288.15	1.2	1.2	15.531020427751518	13.292332512948217	2.238686906795744
273.15	298.15	1.2	0.6	14.477069895074113	11.538412520382355	2.938657024268491
273.15	298.15	1.2	0.9	14.609272798814661	11.770392521920492	2.838879184178083
273.15	298.15	1.2	1.2	14.67026126468743	11.876135754401774	2.79412438479761
273.15	308.15	1.2	0.6	13.678694201633474	10.047208246058535	3.631485537618081
273.15	308.15	1.2	0.9	13.796988239308567	10.278815847753242	3.518171141756978
273.15	308.15	1.2	1.2	13.851520693776386	10.384259020462483	3.4672604075469406
273.15	318.15	1.2	0.6	12.91761576447527	8.458465755881464	4.459149529964606
273.15	318.15	1.2	0.9	13.025265018331984	8.69349158390992	4.331772035602579
273.15	318.15	1.2	1.2	13.07462370289979	8.80017318542994	4.274449115138421
278.15	288.15	0.6	0.6	16.38505122789982	13.988799362576122	2.3962513668480665
278.15	288.15	0.6	0.9	16.52744479887373	14.225340796657608	2.30210260698593
278.15	288.15	0.6	1.2	16.592973518215153	14.332885611879878	2.2600865404247137
278.15	298.15	0.6	0.6	15.616933604489159	12.638041076020313	2.9788919502364752
278.15	298.15	0.6	0.9	15.747868912475028	12.87795656256303	2.8699108005407257
278.15	298.15	0.6	1.2	15.808134217825398	12.986970443244994	2.8211622817902136
278.15	308.15	0.6	0.6	14.87578691245175	11.194411168358029	3.681375076621821
278.15	308.15	0.6	0.9	14.996378547741827	11.439686644590296	3.5566913134402327
278.15	308.15	0.6	1.2	15.051766169183946	11.550956224256643	3.500808312126957
278.15	318.15	0.6	0.6	14.145307458805203	9.62584937751517	4.519457341799759
278.15	318.15	0.6	0.9	14.260961274291356	9.882450377160307	4.3785102504143545
278.15	318.15	0.6	1.2	14.313605736002549	9.998411798106861	4.315192181864955
278.15	288.15	0.9	0.6	17.278329999460503	14.85441979316839	2.423909158738074
278.15	288.15	0.9	0.9	17.45232474825337	15.12791887738298	2.324404804221112
278.15	288.15	0.9	1.2	17.532506416825445	15.252537763401449	2.279967569671427
278.15	298.15	0.9	0.6	16.385899000274602	13.378825893083196	3.007071912894057
278.15	298.15	0.9	0.9	16.546277529538855	13.653649224309708	2.8926271231196425
278.15	298.15	0.9	1.2	16.620181122939105	13.77879590442549	2.8413840354828817
278.15	308.15	0.9	0.6	15.517436995355558	11.808329521694674	3.7091070124248144
278.15	308.15	0.9	0.9	15.665638257982028	12.08653186599565	3.579105085159396
278.15	308.15	0.9	1.2	15.733777332106367	12.213013487435232	3.5207625539577974
278.15	318.15	0.9	0.6	14.65406641043959	10.108693439045254	4.545372473526722
278.15	318.15	0.9	0.9	14.796227889864353	10.396606517915489	4.399619975118504
278.15	318.15	0.9	1.2	14.861039357201674	10.527003630563671	4.3340343540583515
278.15	288.15	1.2	0.6	17.775828135004026	15.33608273472504	2.439744620107616
278.15	288.15	1.2	0.9	17.969288634160947	15.63201013109072	2.337277660681672
278.15	288.15	1.2	1.2	18.058528542294923	15.767031346172123	2.2914963108464343
278.15	298.15	1.2	0.6	16.81078174389944	13.787769824405716	3.0230110307988225
278.15	298.15	1.2	0.9	16.989061671733353	14.083486302109446	2.9055744363510794
278.15	298.15	1.2	1.2	17.07128738882593	14.218326810440049	2.852959612015562
278.15	308.15	1.2	0.6	15.868863668996983	12.144263446714252	3.724599222146625
278.15	308.15	1.2	0.9	16.033598127196267	12.44187994801705	3.5917171497138662
278.15	308.15	1.2	1.2	16.10940367104686	12.577365836750433	3.5320367811751403
